Year,"Header","Source","URL"
2014,"Таможенное оформление","Реклама · alet-broker.ru","http://bs.yandex.ru/count/4xmjlTEcYJq40000gOA0Zh43s6m5XPmf39K1cm9kGxS18pE8il_QnWQ9kaAyd0EOI9seS5aLfeC8Yhw3Ica4lR7yxMK4gW6belLH1xoeJqu7ZG6HlrU0a0UFkDKWH0oVlSmTf0AJXGsP1KACaFzujfXC9BMGmnwWct26hv3_UBEGBYAqaCCUsPjmXjgGBYAKd9rKfuCIgBYEguq2eVKXgdHWyukB0wC1fC00000I3AxYq03jnA0Xih41ig0G00Avg71P5S7__________m_2_B7SoWWpJ-O3nOyFql__________3zF__________mzx7000"
2014,"Экспорт природного газа из России — Documentation","www.newsruss.ru/doc/index.php/Экспорт_природного...","http://www.newsruss.ru/doc/index.php/%D0%AD%D0%BA%D1%81%D0%BF%D0%BE%D1%80%D1%82_%D0%BF%D1%80%D0%B8%D1%80%D0%BE%D0%B4%D0%BD%D0%BE%D0%B3%D0%BE_%D0%B3%D0%B0%D0%B7%D0%B0_%D0%B8%D0%B7_%D0%A0%D0%BE%D1%81%D1%81%D0%B8%D0%B8"
2014,"Россия топит мир: экспорт нефти и газа из РФ снова бьет ...","www.rbc.ru/economics/07/02/2012/636603.shtml","http://www.rbc.ru/economics/07/02/2012/636603.shtml"
2014,"Экспорт газа из России к 2018 году вырастет до 180,1 ...","www.msn.com/ru-ru/news/other/...","http://www.msn.com/ru-ru/news/other/СЌРєСЃРїРѕСЂС‚-РіР°Р·Р°-РёР·-СЂРѕСЃСЃРёРё-Рє-2018-РіРѕРґСѓ-РІС‹СЂР°СЃС‚РµС‚-РґРѕ-1801-РјРёР»Р»РёР°СЂРґРѕРІ-РєСѓР±РѕРІ/ar-BBkkK8n"
2014,"Газпром — Википедия","ru.wikipedia.org › 2001 › 2003 годах","https://ru.wikipedia.org/wiki/%D0%93%D0%B0%D0%B7%D0%BF%D1%80%D0%BE%D0%BC"
2014,"Внешняя торговля России — Википедия","https://ru.wikipedia.org/wiki/Внешняя_торговля...","https://ru.wikipedia.org/wiki/%D0%92%D0%BD%D0%B5%D1%88%D0%BD%D1%8F%D1%8F_%D1%82%D0%BE%D1%80%D0%B3%D0%BE%D0%B2%D0%BB%D1%8F_%D0%A0%D0%BE%D1%81%D1%81%D0%B8%D0%B8"
2014,"Экспорт Российской Федерации природного газа | Банк России","www.cbr.ru/statistics/credit_statistics/print.aspx?file=gas.htm","http://www.cbr.ru/statistics/credit_statistics/print.aspx?file=gas.htm"
2014,"Экспорт газа из России ... - Lenta.ru","lenta.ru/news/2015/01/15/exports","http://lenta.ru/news/2015/01/15/exports/"
2014,"Новости NEWSru.com :: Экспорт газа из России в октябре ...","www.newsru.com/finance/31oct2014/rugasxport.html","http://www.newsru.com/finance/31oct2014/rugasxport.html"
2014,"ВЕДОМОСТИ - Россия снизила объемы экспорта газа до ...","www.vedomosti.ru/.../01/...obemy-eksporta-gaza-do-minimuma-za-10-let-v","http://www.vedomosti.ru/business/articles/2015/01/13/rossiya-snizila-obemy-eksporta-gaza-do-minimuma-za-10-let-v"
2014,"Экспорт природного газа из РФ может увеличиться на 40 ...","www.rg.ru/2014/06/16/gaz.html","http://www.rg.ru/2014/06/16/gaz.html"
2014,"Расчет расхода газа для ТУ","stm-m.ru","http://bs.yandex.ru/count/4xmjlNhvyEi40000gOA0Zh43s6m5XPmf39K2cm5kGxS2A068lJg9q0A9yse7VMER8HeFc0UTcZa7fYoAifjahGEzjJ1jpmEg0QMdvfK6ZG6HlrU0a0UFluVplG-VljyeGWwJXGsP1KACa5C7e92c3g-GKmVPa6eOb9iPQQU2bQYWKre7eVKXgdHWyukB0wC1fC00000I3AxYq03jnA0Xih43igWH00AvcZa7mV__________3yByiTpA23DFvWFI__________yFq___________3tyO"
2014,"Газ в России","www.benzol.ru","http://bs.yandex.ru/count/4xmjlNSmC2440000gOA0Zh43s6m5XPmf39K2cm5kGxS2A04oYBQ50b81YQETeFYO1vsjR7K4fXIAhnx1oRsnAca30Qe1fQVVjGAyhX770eq1aRzNW907Zx-7yxqFdxxVA48EauKDcGL2Z91n0g2GuWIla742sP3Y19ISngAdaRK1gB10MNC7eVKXgdHWyukB0wC1fC00000I3AxYq03jnA0Xih41igYH00AvhMnr1C7__________m_2_B7SoWWpJ-O3n075Zm_I__________yFq___________3tWQ"
2014,"Тендеры газа!","www.ros-tenders.ru","http://bs.yandex.ru/count/4xmjlTD24E840000gOA0Zh43s6m5XPmf39K2cm5kGxS2A04pYB-xXu44YVDg1trZco4Q3vW5dQy9UmMcHugrjtQP0hss5RxK0ge1fQFPSmMyhBFS0eq1aRzNW907Zx-7yxqFdxxVA48EauKDcGL2Z9NN0xQG9m6rWFgWaCC5hvNN0xEGTm6qWFhPbPe9sf1n0fIK2MEdYVQejuKRS0AXzI6gT63pYui3em6am000018ChkBG0Et4e26oiGEog1400hcl2Ni5mV__________3yByiTpA23DFvWFI__________yFq___________3teS"
2015,"Таможенное оформление","Реклама · alet-broker.ru","http://bs.yandex.ru/count/4R96fUech_G40000gOA0Zh43s6m5XPmf39K1cm9kGxS18uYo_zh61ecwGhoS0vX8dQXmMHMcWmYAleDAQGIziVpjPGIg0QMYzL47lAXFJWUD0P6_Lu2G1u-urI1439-zp1sa0fE53Pa5GeoO1KYsb9iLjPXF4g2RS8Qlc0L8iv0k8hIOJnBPct26sf0k8fISdLIdYnsek8whZGAX-Xpf4a7Ib748em6am000014ChkErWD-5eY6oiG6oe1000hceS5aLmV__________3yByiTpA23DFvWF5Zm_I__________yFq___________3teS"
2015,"Экспорт в Европу","Реклама · btline.info","http://bs.yandex.ru/count/4R96fUWKQce40000gOA0Zh43s6m5XPmf39K1cm9kGxS18pA8ix5ByGA9fLI06PW7dQeZhWUcBegq_PAz0Rsy4Dq40ge1fQf6pWED0P6_Lu2G1u-u3P9T29-u7-LS1PE53Pa5GeoTn1ssbEu8jPYH1w2G62wldSGTiv2u2xIOaGVPa1Wksf2u2vIRTtsdZaYea6GseVeSwH91qfHn2AC1fC00000H3AxZjO3VXQ8Xih41ig0m00AvgYEk1y7__________m_2_B7SoWWpJ-O3n075Z0_I__________yFq___________3tmR"
2015,"Экспорт из России","Реклама · globusved.ru","http://bs.yandex.ru/count/4R96fM29GTa40000gOA0Zh43s6m5XPmf39K1cm9kGxS18pE8l8Jja0M9kZRFO0AO1vsWuZ0JfbYAl9ok4mAzkjKkMGAg0QMa5Si4lANEqGID0P6_Lu2G1u-u3P9T29-u7-LS1PE53Pa5GeoGKmUWa4mThv1J1zcGJ1sKcD-jfvYO0QYrmwXR0w7w7EaIGTAKSGYZ0QJ000004GokuxM0tuMY8RAn0RAW4002kQ3YC1F1__________yFmlontCe8Cq_c0yG1nOyFql__________3zF__________mzv6W00"
2015,"Экспорт газа из России к 2018 году ...","www.msn.com/ru-ru/news/other/...","http://www.msn.com/ru-ru/news/other/СЌРєСЃРїРѕСЂС‚-РіР°Р·Р°-РёР·-СЂРѕСЃСЃРёРё-Рє-2018-РіРѕРґСѓ-РІС‹СЂР°СЃС‚РµС‚-РґРѕ-1801-РјРёР»Р»РёР°СЂРґРѕРІ-РєСѓР±РѕРІ/ar-BBkkK8n"
2015,"Экспорт природного газа из России","www.newsruss.ru/doc/index.php/Экспорт_природного...","http://www.newsruss.ru/doc/index.php/%D0%AD%D0%BA%D1%81%D0%BF%D0%BE%D1%80%D1%82_%D0%BF%D1%80%D0%B8%D1%80%D0%BE%D0%B4%D0%BD%D0%BE%D0%B3%D0%BE_%D0%B3%D0%B0%D0%B7%D0%B0_%D0%B8%D0%B7_%D0%A0%D0%BE%D1%81%D1%81%D0%B8%D0%B8"
2015,"Экспорт Российской Федерации ...","www.cbr.ru/statistics/credit_statistics/print.asp?file=gas.htm","http://www.cbr.ru/statistics/credit_statistics/print.asp?file=gas.htm"
2015,"Газпром — Википедия","ru.wikipedia.org › 2001 › 2003 годах","https://ru.wikipedia.org/wiki/%D0%93%D0%B0%D0%B7%D0%BF%D1%80%D0%BE%D0%BC"
2015,"Экспорт газа из РФ к 2035 году ...","www.msn.com/ru-ru/news/other/экспорт-газа-из-рф-к...","http://www.msn.com/ru-ru/news/other/%d1%8d%d0%ba%d1%81%d0%bf%d0%be%d1%80%d1%82-%d0%b3%d0%b0%d0%b7%d0%b0-%d0%b8%d0%b7-%d1%80%d1%84-%d0%ba-2035-%d0%b3%d0%be%d0%b4%d1%83-%d0%bc%d0%be%d0%b6%d0%b5%d1%82-%d0%b2%d1%8b%d1%80%d0%b0%d1%81%d1%82%d0%b8-%d0%b2-15-%d1%80%d0%b0%d0%b7%d0%b0-%d0%b4%d0%be-282-317-%d0%bc%d0%bb%d1%80%d0%b4-%d0%ba%d1%83%d0%b1%d0%be%d0%bc%d0%b5%d1%82%d1%80%d0%be%d0%b2/ar-AAemT2T"
2015,"Россия увеличила импорт и ...","lenta.ru/news/2012/12/03/gas","http://lenta.ru/news/2012/12/03/gas/"
2015,"Газпром Экспорт — Википедия","https://ru.wikipedia.org/wiki/Газпром_Экспорт","https://ru.wikipedia.org/wiki/%D0%93%D0%B0%D0%B7%D0%BF%D1%80%D0%BE%D0%BC_%D0%AD%D0%BA%D1%81%D0%BF%D0%BE%D1%80%D1%82"
2015,"Россия снизила объемы экспорта ...","www.vedomosti.ru/.../01/...obemy-eksporta-gaza-do-minimuma-za-10-let-v","http://www.vedomosti.ru/business/articles/2015/01/13/rossiya-snizila-obemy-eksporta-gaza-do-minimuma-za-10-let-v"
2015,"Экспорт газа из РФ в сентябре ...","www.oilcapital.ru/export/253594.html","http://www.oilcapital.ru/export/253594.html"
2015,"Газпром увеличил экспорт газа в ...","neftegaz.ru/news/view/145002","http://neftegaz.ru/news/view/145002"
2015,"Хотите подключить газ?","dokagaz.ru","http://bs.yandex.ru/count/4R96fV13B1i40000gOA0Zh43s6m5XPmf39K2cm5kGxS2A068kKSgi0Q9yvA4Pf-Wc4K5c0UTgpuT4QPzYgy2ESwziJk1206g0QMjUBu2ZG6HlrU0a0UJXGsP1KACcCXDjfnL5xMOnXEWaxHFhvZ8JREOGnIqcCOJsPEqJzgOGnIKceOjfuu9gA77tIQX-Xpf4a7Ib748em6am000014ChkErWD-5eY6oiGEog1400hchFXqHmV__________3yByiTpA23DFvWF40SMF3zB__________m_J__________yFVHe0"
2015,"Расчет расхода газа для ТУ","stm-m.ru","http://bs.yandex.ru/count/4R96fUb8Dke40000gOA0Zh43s6m5XPmf39K2cm5kGxS2A04oYBqwYT02YVDg1trZco4Q3vW7dPev1wOiYhARPAq3lRKmRSy3gW6bf-QL1eq1aRzNW907Zx-7yxqFdxxVA48EauKDcGL2Z91J1w2GfWwla5C7sP1g69INPMEdYd6ee5DQ1w7w7EaIGTAKSGYZ0QJ000004GokuxM0tuMY8RAn0xAe4G02kPev1y7__________m_2_B7SoWWpJ-O3ql__________3zF__________mzu6G00"
2015,"Тендеры газа!","www.ros-tenders.ru","http://bs.yandex.ru/count/4R96fIiyMvi40000gOA0Zh43s6m5XPmf39K2cm5kGxS2A04pYB-xXu44YVDg1trZco4Q3vW5dQy9UmMcHugrjtQP0hss5RxK0ge1fQFPSmMyhBFS0eq1aRzNW907Zx-7yxqFdxxVA48EauKDcGL2Z9331RQOkW6ra7S1e9331Q-GmmMpa7S1j91t0TcLcWdQa742b9CyKwU7YAYtXHjm0g7w7EaIGTAKSGYZ0QJ000004GokuxM0tuMY8RAn0xAe4G02kQy9UmN1__________yFmlontCe8Cq_c0zB__________m_J__________yFV1m0"
2015,"Газ в России","www.benzol.ru","http://bs.yandex.ru/count/4R96fNfvK3m40000gOA0Zh43s6m5XPmf39K2cm5kGxS2A04qYBQ50b81YQETeFYO1vsjR7K4fXIAhnx1oRsnAca30Qe1fQVVjGAyhX770eq1aRzNW907Zx-7yxqFdxxVA48EauKDcGL2Z91n0g2GuWIla742sP3Y19ISngAdaRK1gB10MNC7eVeSwH91qfHn2AC1fC00000H3AxZjO3VXQ8Xih41igYH00AvhMnr1C7__________m_2_B7SoWWpJ-O3n075Zm_I__________yFq___________3tWQ"
2016,"Таможенное оформление","Реклама · alet-broker.ru","http://bs.yandex.ru/count/U2sM-X1pim440000gOA0Zh83s6m5XPmf39K1cm9kGxS18uYo_zh61ecwGhoS0vX8dQXmMHMcWmYAleDAQGIziVpjPGIg0QMYzL47lAXFJWUD0P6_Lu2G1u-urI1439-zp1sa0fE53Pa5GeoG_tYsc4majP337g2RS8QlaFzuiv0k8hIGmnxPct26sf0k8fISdLIdWnAek8whZGAX-Aq1hFSS0CWEem6am00001q4hkVOGAjMf26oiG6oe1000hceS5aLmV__________3yByiTpA23DFvWF5Zm_I__________yFq___________3teS"
2016,"Экспорт в Европу","Реклама · btline.info","http://bs.yandex.ru/count/U2sM-jGe6l040000gOA0Zh83s6m5XPmf39K1cm9kGxS18pA8ix5ByGA9fLI06PW7dQeZhWUcBegq_PAz0Rsy4Dq40ge1fQf6pWED0P6_Lu2G1u-u3P9T29-u7-LS1PE53Pa5GeoOSoMsb3mBjPY52Q2G62wlc7Cbiv2u2xIOXGdPa1Wksf2u2vIRTtsdWJkea6GseVYj0Qpt70383gC1fC00000T1Axds42hLgGXih41ig0G00AvgYEk1y7__________m_2_B7SoWWpJ-O3n075Z0_I__________yFq___________3tmR"
2016,"Экспорт из России","Реклама · globusved.ru","http://bs.yandex.ru/count/U2sM-eFjDBi40000gOA0Zh83s6m5XPmf39K1cm9kGxS18pE8l8Jja0M9kZRFO0AO1vsWuZ0JfbYAl9ok4mAzkjKkMGAg0QMa5Si4lANEqGID0P6_Lu2G1u-u3P9T29-u7-LS1PE53Pa5GeoGKmUWa4mThv1J1zcGJ1sKcD-jfvsO0QYrmwXR0w7uhG6iznm0o0wZ0QJ000007GIkvzX0grQa8RAn0RAW4002kQ3YC1F1__________yFmlontCe8Cq_c0yG1nOyFql__________3zF__________mzv6W00"
2016,"Экспорт природного газа из России — Documentation","www.newsruss.ru/doc/index.php/Экспорт_природного...","http://www.newsruss.ru/doc/index.php/%D0%AD%D0%BA%D1%81%D0%BF%D0%BE%D1%80%D1%82_%D0%BF%D1%80%D0%B8%D1%80%D0%BE%D0%B4%D0%BD%D0%BE%D0%B3%D0%BE_%D0%B3%D0%B0%D0%B7%D0%B0_%D0%B8%D0%B7_%D0%A0%D0%BE%D1%81%D1%81%D0%B8%D0%B8"
2016,"Россия топит мир: экспорт нефти и газа из РФ снова бьет ...","www.rbc.ru/economics/07/02/2012/636603.shtml","http://www.rbc.ru/economics/07/02/2012/636603.shtml"
2016,"Экспорт газа из России к 2018 году вырастет до 180,1 ...","www.msn.com/ru-ru/news/other/...","http://www.msn.com/ru-ru/news/other/СЌРєСЃРїРѕСЂС‚-РіР°Р·Р°-РёР·-СЂРѕСЃСЃРёРё-Рє-2018-РіРѕРґСѓ-РІС‹СЂР°СЃС‚РµС‚-РґРѕ-1801-РјРёР»Р»РёР°СЂРґРѕРІ-РєСѓР±РѕРІ/ar-BBkkK8n"
2016,"Газпром — Википедия","ru.wikipedia.org › 2001 › 2003 годах","https://ru.wikipedia.org/wiki/%D0%93%D0%B0%D0%B7%D0%BF%D1%80%D0%BE%D0%BC"
2016,"Внешняя торговля России — Википедия","https://ru.wikipedia.org/wiki/Внешняя_торговля...","https://ru.wikipedia.org/wiki/%D0%92%D0%BD%D0%B5%D1%88%D0%BD%D1%8F%D1%8F_%D1%82%D0%BE%D1%80%D0%B3%D0%BE%D0%B2%D0%BB%D1%8F_%D0%A0%D0%BE%D1%81%D1%81%D0%B8%D0%B8"
2016,"Экспорт Российской Федерации природного газа | Банк России","www.cbr.ru/statistics/credit_statistics/print.aspx?file=gas.htm","http://www.cbr.ru/statistics/credit_statistics/print.aspx?file=gas.htm"
2016,"Экспорт газа из России ... - Lenta.ru","lenta.ru/news/2015/01/15/exports","http://lenta.ru/news/2015/01/15/exports/"
2016,"Новости NEWSru.com :: Экспорт газа из России в октябре ...","www.newsru.com/finance/31oct2014/rugasxport.html","http://www.newsru.com/finance/31oct2014/rugasxport.html"
2016,"ВЕДОМОСТИ - Россия снизила объемы экспорта газа до ...","www.vedomosti.ru/.../01/...obemy-eksporta-gaza-do-minimuma-za-10-let-v","http://www.vedomosti.ru/business/articles/2015/01/13/rossiya-snizila-obemy-eksporta-gaza-do-minimuma-za-10-let-v"
2016,"Экспорт природного газа из РФ может увеличиться на 40 ...","www.rg.ru/2014/06/16/gaz.html","http://www.rg.ru/2014/06/16/gaz.html"
2016,"Расчет расхода газа для ТУ","stm-m.ru","http://bs.yandex.ru/count/U2sM-hXvMEO40000gOA0Zh83s6m5XPmf39K2cm5kGxS2A068lJg9q0A9yse7VMER8HeFc0UTcZa7fYoAifjahGEzjJ1jpmEg0QMdvfK6ZG6HlrU0a0UFluVplG-VljyeGWwJXGsP1KACa5C7e92c3g-GKmVPa6eOb9iPQQU2bQYWKre7eVYj0Qpt70383gC1fC00000T1Axds42hLgGXih43igWH00AvcZa7mV__________3yByiTpA23DFvWFI__________yFq___________3tyO"
2016,"Тендеры газа!","www.ros-tenders.ru","http://bs.yandex.ru/count/U2sM-kkKpyu40000gOA0Zh83s6m5XPmf39K2cm5kGxS2A04oYB-xXu44YVDg1trZco4Q3vW5dQy9UmMcHugrjtQP0hss5RxK0ge1fQFPSmMyhBFS0eq1aRzNW907Zx-7yxqFdxxVA48EauKDcGL2Z9NN0xQG9m6rWFgWaCC5hvNN0xEGTm6qWFhPbPe9sf1n0fIK2MEdYVQejuKRS0AX-Aq1hFSS0CWEem6am00001q4hkVOGAjMf26oiGEog1400hcl2Ni5mV__________3yByiTpA23DFvWFI__________yFq___________3teS"
2016,"Газ в России","www.benzol.ru","http://bs.yandex.ru/count/U2sM-fSqIpK40000gOA0Zh83s6m5XPmf39K2cm5kGxS2A04pYBQ50b81YQETeFYO1vsjR7K4fXIAhnx1oRsnAca30Qe1fQVVjGAyhX770eq1aRzNW907Zx-7yxqFdxxVA48EauKDcGL2Z91n0g2GuWIla742sP3Y19ISngAdaRK1gB10MNC7eVYj0Qpt70383gC1fC00000T1Axds42hLgGXih41igYH00AvhMnr1C7__________m_2_B7SoWWpJ-O3n075Zm_I__________yFq___________3tWQ"
2017,"Таможенное оформление","Реклама · alet-broker.ru","http://bs.yandex.ru/count/HKM0WBILnPy40000gOA0ZhC3s6m5XPmf39K1cm9kGxS18uYo_zh61ecwGhoS0vX8dQXmMHMcWmYAleDAQGIziVpjPGIg0QMYzL47lAXFJWUD0P6_Lu2G1u-urI1439-zp1sa0fE53Pa5GeoO1KYsb9iLjPXF4g2RS8Qlc0L8iv0k8hIOJnBPct26sf0k8fISdLIdYnsek8whZGAX_M72KcVUg745em6am00000WChkNUW4Onfo6oiG6oe1000hceS5aLmV__________3yByiTpA23DFvWF5Zm_I__________yFq___________3teS"
2017,"Экспорт в Европу","Реклама · btline.info","http://bs.yandex.ru/count/HKM0WDaif6K40000gOA0ZhC3s6m5XPmf39K1cm9kGxS18pA8ix5ByGA9fLI06PW7dQeZhWUcBegq_PAz0Rsy4Dq40ge1fQf6pWED0P6_Lu2G1u-u3P9T29-u7-LS1PE53Pa5GeoTn1ssbEu8jPYH1w2G62wldSGTiv2u2xIOaGVPa1Wksf2u2vIRTtsdZaYea6GseVrXmb9dtgXn1QC1fC0000083Axbte16CQSXih41ig0G00AvgYEk1y7__________m_2_B7SoWWpJ-O3n075Z0_I__________yFq___________3tmR"
2017,"Экспорт из России","Реклама · globusved.ru","http://bs.yandex.ru/count/HKM0W3AwLrO40000gOA0ZhC3s6m5XPmf39K1cm9kGxS18pE8l8Jja0M9kZRFO0AO1vsWuZ0JfbYAl9ok4mAzkjKkMGAg0QMa5Si4lANEqGID0P6_Lu2G1u-u3P9T29-u7-LS1PE53Pa5GeoGKmUWa4mThv1J1zcGJ1sKcD-jfvYO0QYrmwXR0w7zOS9IPzweSGMZ0QJ0000020okvTw0HZ6d8RAn0RAW4002kQ3YC1F1__________yFmlontCe8Cq_c0yG1nOyFql__________3zF__________mzv6W00"
2017,"Экспорт Российской Федерации ...","www.cbr.ru/statistics/credit_statistics/print.aspx?file=gas.htm","http://www.cbr.ru/statistics/credit_statistics/print.aspx?file=gas.htm"
2017,"Экспорт природного газа из России","www.newsruss.ru/doc/index.php/Экспорт_природного...","http://www.newsruss.ru/doc/index.php/%D0%AD%D0%BA%D1%81%D0%BF%D0%BE%D1%80%D1%82_%D0%BF%D1%80%D0%B8%D1%80%D0%BE%D0%B4%D0%BD%D0%BE%D0%B3%D0%BE_%D0%B3%D0%B0%D0%B7%D0%B0_%D0%B8%D0%B7_%D0%A0%D0%BE%D1%81%D1%81%D0%B8%D0%B8"
2017,"Внешняя торговля России ...","https://ru.wikipedia.org/wiki/Внешняя_торговля...","https://ru.wikipedia.org/wiki/%D0%92%D0%BD%D0%B5%D1%88%D0%BD%D1%8F%D1%8F_%D1%82%D0%BE%D1%80%D0%B3%D0%BE%D0%B2%D0%BB%D1%8F_%D0%A0%D0%BE%D1%81%D1%81%D0%B8%D0%B8"
2017,"Экспорт газа из России к 2018 году ...","www.msn.com/ru-ru/news/other/...","http://www.msn.com/ru-ru/news/other/СЌРєСЃРїРѕСЂС‚-РіР°Р·Р°-РёР·-СЂРѕСЃСЃРёРё-Рє-2018-РіРѕРґСѓ-РІС‹СЂР°СЃС‚РµС‚-РґРѕ-1801-РјРёР»Р»РёР°СЂРґРѕРІ-РєСѓР±РѕРІ/ar-BBkkK8n"
2017,"Газпром Экспорт — Википедия","https://ru.wikipedia.org/wiki/Газпром_Экспорт","https://ru.wikipedia.org/wiki/%D0%93%D0%B0%D0%B7%D0%BF%D1%80%D0%BE%D0%BC_%D0%AD%D0%BA%D1%81%D0%BF%D0%BE%D1%80%D1%82"
2017,"Экспорт газа из России упал на 7 ...","lenta.ru/news/2015/01/15/exports","http://lenta.ru/news/2015/01/15/exports/"
2017,"Россия топит мир: экспорт нефти ...","www.rbc.ru/economics/07/02/2012/636603.shtml","http://www.rbc.ru/economics/07/02/2012/636603.shtml"
2017,"Экспорт газа из России в ...","www.newsru.com/finance/31oct2014/rugasxport.html","http://www.newsru.com/finance/31oct2014/rugasxport.html"
2017,"Экспорт природного газа из РФ ...","www.rg.ru/2014/06/16/gaz.html","http://www.rg.ru/2014/06/16/gaz.html"
2017,"Россия снизила объемы экспорта ...","www.vedomosti.ru/.../01/...obemy-eksporta-gaza-do-minimuma-za-10-let-v","http://www.vedomosti.ru/business/articles/2015/01/13/rossiya-snizila-obemy-eksporta-gaza-do-minimuma-za-10-let-v"
2017,"Хотите подключить газ?","dokagaz.ru","http://bs.yandex.ru/count/HKM0W0WgDgK40000gOA0ZhC3s6m5XPmf39K2cm5kGxS2A068kKSgi0Q9yvA4Pf-Wc4K5c0UTgpuT4QPzYgy2ESwziJk1206g0QMjUBu2ZG6HlrU0a0UJXGsP1KACcCXDjfnL5xMOnXEWaxHFhvZ8JREOGnIqcCOJsPEqJzgOGnIKceOjfuu9gA77tIQX_M72KcVUg745em6am00000WChkNUW4Onfo6oiGEog1400hchFXqHmV__________3yByiTpA23DFvWF40SMF3zB__________m_J__________yFVHe0"
2017,"Расчет расхода газа для ТУ","stm-m.ru","http://bs.yandex.ru/count/HKM0WB6Os-C40000gOA0ZhC3s6m5XPmf39K2cm5kGxS2A04oYBqwYT02YVDg1trZco4Q3vW7dPev1wOiYhARPAq3lRKmRSy3gW6bf-QL1eq1aRzNW907Zx-7yxqFdxxVA48EauKDcGL2Z91J1w2GfWwla5C7sP1g69INPMEdYd6ee5DQ1w7zOS9IPzweSGMZ0QJ0000020okvTw0HZ6d8RAn0xAe4G02kPev1y7__________m_2_B7SoWWpJ-O3ql__________3zF__________mzu6G00"
2017,"Тендеры газа!","www.ros-tenders.ru","http://bs.yandex.ru/count/HKM0WFKGNEO40000gOA0ZhC3s6m5XPmf39K2cm5kGxS2A04pYB-xXu44YVDg1trZco4Q3vW5dQy9UmMcHugrjtQP0hss5RxK0ge1fQFPSmMyhBFS0eq1aRzNW907Zx-7yxqFdxxVA48EauKDcGL2Z9331RQOkW6ra7S1e9331Q-GmmMpa7S1j91t0TcLcWdQa742b9CyKwU7YAYtXHjm0g7zOS9IPzweSGMZ0QJ0000020okvTw0HZ6d8RAn0xAe4G02kQy9UmN1__________yFmlontCe8Cq_c0zB__________m_J__________yFV1m0"
2017,"Газ в России","www.benzol.ru","http://bs.yandex.ru/count/HKM0W2R3j2u40000gOA0ZhC3s6m5XPmf39K2cm5kGxS2A04qYBQ50b81YQETeFYO1vsjR7K4fXIAhnx1oRsnAca30Qe1fQVVjGAyhX770eq1aRzNW907Zx-7yxqFdxxVA48EauKDcGL2Z91n0g2GuWIla742sP3Y19ISngAdaRK1gB10MNC7eVrXmb9dtgXn1QC1fC0000083Axbte16CQSXih41igYH00AvhMnr1C7__________m_2_B7SoWWpJ-O3n075Zm_I__________yFq___________3tWQ"
2018,"Таможенное оформление","Реклама · alet-broker.ru","http://bs.yandex.ru/count/5-CmuWBtxl040000gOA0ZhC3s6m5XPmf39K1cm9kGxS18uYo_zh61ecwGhoS0vX8dQXmMHMcWmYAleDAQGIziVpjPGIg0QMYzL47lAXFJWUD0P6_Lu2G1u-urI1439-zp1sa0fE53Pa5GeoO1KYsb9iLjPXF4g2RS8Qlc0L8iv0k8hIOJnBPct26sf0k8fISdLIdYnsek8whZGAX_Jtbt0BAgZGCem6am000014Chkxk08CVgI6oiG6oe1000hceS5aLmV__________3yByiTpA23DFvWF5Zm_I__________yFq___________3teS"
2018,"Экспорт в Европу","Реклама · btline.info","http://bs.yandex.ru/count/5-Cmuglsu-u40000gOA0ZhC3s6m5XPmf39K1cm9kGxS18pA8ix5ByGA9fLI06PW7dQeZhWUcBegq_PAz0Rsy4Dq40ge1fQf6pWED0P6_Lu2G1u-u3P9T29-u7-LS1PE53Pa5GeoTn1ssbEu8jPYH1w2G62wldSGTiv2u2xIOaGVPa1Wksf2u2vIRTtsdZaYea6GseVqzvTm2ogeq3AC1fC00000H3AxkxW237waXih41ig0m00AvgYEk1y7__________m_2_B7SoWWpJ-O3n075Z0_I__________yFq___________3tmR"
2018,"Экспорт из России","Реклама · globusved.ru","http://bs.yandex.ru/count/5-CmubQZRDC40000gOA0ZhC3s6m5XPmf39K1cm9kGxS18pE8l8Jja0M9kZRFO0AO1vsWuZ0JfbYAl9ok4mAzkjKkMGAg0QMa5Si4lANEqGID0P6_Lu2G1u-u3P9T29-u7-LS1PE53Pa5GeoGKmUWa4mThv1J1zcGJ1sKcD-jfvYO0QYrmwXR0w7zFUNS0iggD0oZ0QJ000004Gokxku0Wn-f8RAn0RAW4002kQ3YC1F1__________yFmlontCe8Cq_c0yG1nOyFql__________3zF__________mzv6W00"
2018,"Экспорт природного газа из России — Documentation","www.newsruss.ru/doc/index.php/Экспорт_природного...","http://www.newsruss.ru/doc/index.php/%D0%AD%D0%BA%D1%81%D0%BF%D0%BE%D1%80%D1%82_%D0%BF%D1%80%D0%B8%D1%80%D0%BE%D0%B4%D0%BD%D0%BE%D0%B3%D0%BE_%D0%B3%D0%B0%D0%B7%D0%B0_%D0%B8%D0%B7_%D0%A0%D0%BE%D1%81%D1%81%D0%B8%D0%B8"
2018,"Экспорт Российской Федерации природного газа | Банк России","www.cbr.ru/statistics/credit_statistics/print.asp?file=gas.htm","http://www.cbr.ru/statistics/credit_statistics/print.asp?file=gas.htm"
